	molregno	assay_chembl_id	description	assay_organism	assay_tissue	assay_cell_type	standard_relation	published_value	published_units	standard_value	standard_units	standard_type	activity_comment	published_type	data_validity_comment	published_relation	pchembl_value	standard_inchi	canonical_smiles
6957	152611	CHEMBL3807655	Inhibition of human ERG expressed in CHOK1 cells assessed as inhibition of tail current after 5 mins by automated whole-cell patch clamp assay	Homo sapiens			=	0.024	uM	24	nM	IC50		IC50		=	7.62	InChI=1S/C21H27N3O3S/c1-16-4-3-5-19(22-16)12-15-24-13-10-18(11-14-24)21(25)17-6-8-20(9-7-17)23-28(2,26)27/h3-9,18,23H,10-15H2,1-2H3	Cc1cccc(CCN2CCC(CC2)C(=O)c3ccc(NS(=O)(=O)C)cc3)n1
6323	1959597	CHEMBL3610078	Inhibition of human ERG	Homo sapiens			=	50	uM	50000	nM	IC50		IC50		=	4.30	InChI=1S/C17H17FN6O2S/c1-10-19-16(27-22-10)15-21-20-14-13(6-9-25)23(7-8-24(14)15)17(26)11-2-4-12(18)5-3-11/h2-5,13,25H,6-9H2,1H3/t13-/m1/s1	Cc1nsc(n1)c2nnc3[C@@H](CCO)N(CCn23)C(=O)c4ccc(F)cc4
1083	453138	CHEMBL962309	Displacement of [3H]dofetilide from human ERG channel	Homo sapiens			=	4560	nM	4560	nM	IC50		IC50		=	5.34	InChI=1S/C15H12Cl2N2O/c1-19-9-11-6-10(8-18)2-5-15(11)20-12-3-4-13(16)14(17)7-12/h2-7,19H,9H2,1H3	CNCc1cc(ccc1Oc2ccc(Cl)c(Cl)c2)C#N
351	402088	CHEMBL899477	Binding affinity to human ERG in HEK cells	Homo sapiens			>	30000	nM	30000	nM	IC50		IC50		>		InChI=1S/C26H30F2N4O2/c1-19(33)31-15-13-30(14-16-31)12-6-11-26(21-7-4-3-5-8-21)18-25(29-32(26)20(2)34)23-17-22(27)9-10-24(23)28/h3-5,7-10,17H,6,11-16,18H2,1-2H3/t26-/m0/s1	CC(=O)N1CCN(CCC[C@]2(CC(=NN2C(=O)C)c3cc(F)ccc3F)c4ccccc4)CC1
2366	1148018	CHEMBL1780626	Inhibition of human ERG by HT patch clamp assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C26H32N4O3/c1-15-20-8-9-23(32)29-10-4-5-17(29)14-28-19-11-16(6-7-18(19)25(27)33)30(20)21-12-26(2,3)13-22(31)24(15)21/h6-7,11,17,28H,4-5,8-10,12-14H2,1-3H3,(H2,27,33)/t17-/m1/s1	Cc1c2CCC(=O)N3CCC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15
1378	568080	CHEMBL1056550	Inhibition of human ERG channel expressed in HEK293 cells by voltage clamp assay	Homo sapiens		HEK293	=	5094	nM	5094	nM	IC50		IC50		=	5.29	InChI=1S/C24H30N2O2/c1-3-26(4-2)23(27)19-11-9-18(10-12-19)21-17-24(13-15-25-16-14-24)28-22-8-6-5-7-20(21)22/h5-12,21,25H,3-4,13-17H2,1-2H3	CCN(CC)C(=O)c1ccc(cc1)C2CC3(CCNCC3)Oc4ccccc24
1654	620169	CHEMBL1106982	Inhibition of human ERG expressed in HEK cells assessed as blockade of potassium tail current by standard patch clamp analysis	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C17H20N2S2/c1-12(16-10-18-11-20-16)17-13-6-4-5-7-14(13)21-15(17)8-9-19(2)3/h4-7,10-12H,8-9H2,1-3H3/t12-/m0/s1	C[C@@H](c1cncs1)c2c(CCN(C)C)sc3ccccc23
1395	555804	CHEMBL1061741	Inhibition of human ERG expressed in CHO cells by patch-clamp assay	Homo sapiens		CHO	=	1.73	uM	1730	nM	IC50		IC50		=	5.76	InChI=1S/C28H32F3N5O/c29-28(30,31)23-5-7-25(8-6-23)35-16-9-22(20-35)19-34-14-10-24(11-15-34)33-27(37)36-13-2-4-26(36)17-21-3-1-12-32-18-21/h1,3,5-9,12,16,18,20,24,26H,2,4,10-11,13-15,17,19H2,(H,33,37)	FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)N4CCCC4Cc5cccnc5)c2
1375	566221	CHEMBL1056550	Inhibition of human ERG channel expressed in HEK293 cells by voltage clamp assay	Homo sapiens		HEK293	=	6429	nM	6429	nM	IC50		IC50		=	5.19	InChI=1S/C23H26N2O2/c1-3-25(4-2)22(26)18-11-9-17(10-12-18)20-15-23(13-14-24-16-23)27-21-8-6-5-7-19(20)21/h5-12,15,24H,3-4,13-14,16H2,1-2H3	CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNC3)Oc4ccccc24
2575	1171480	CHEMBL1820401	Inhibition of human ERG by radioligand binding assay	Homo sapiens			=	7520	nM	7520	nM	IC50		IC50		=	5.12	InChI=1S/C24H30N4O2/c1-4-22-21(23-7-5-6-15-28(23)25-22)14-16-27(18(2)3)17-20-10-8-19(9-11-20)12-13-24(29)26-30/h5-13,15,18,30H,4,14,16-17H2,1-3H3,(H,26,29)/b13-12+	CCc1nn2ccccc2c1CCN(Cc3ccc(\C=C\C(=O)NO)cc3)C(C)C
6591	2050897	CHEMBL3738365	Inhibition of human ERG assessed as reduction in IKr current	Homo sapiens			=	21000	nM	21000	nM	IC50		IC50		=	4.68	InChI=1S/C19H22F2N4O3S/c20-12-1-4-16(21)15(5-12)19-17(22)6-13(10-28-19)24-7-11-8-25(23-18(11)9-24)29(26,27)14-2-3-14/h1,4-5,8,13-14,17,19H,2-3,6-7,9-10,22H2/t13-,17+,19-/m1/s1	N[C@H]1C[C@H](CO[C@@H]1c2cc(F)ccc2F)N3Cc4cn(nc4C3)S(=O)(=O)C5CC5
1553	600580	CHEMBL1074124	Inhibition of human ERG by patch clamp study	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C23H26F6N4O2/c1-31-13-20(30-14-31)21(34)33(10-15-3-2-4-19(7-15)35-23(27,28)29)18-8-16-11-32(12-17(16)9-18)6-5-22(24,25)26/h2-4,7,13-14,16-18H,5-6,8-12H2,1H3/t16-,17+,18-	Cn1cnc(c1)C(=O)N(Cc2cccc(OC(F)(F)F)c2)[C@@H]3C[C@@H]4CN(CCC(F)(F)F)C[C@@H]4C3
5954	1843183	CHEMBL3428449	Displacement of MK499 from human ERG	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C25H25FN6O5/c26-14-7-27-15-1-2-19(34)32-12-25(35,20(14)21(15)32)11-24-5-3-23(4-6-24,13-37-24)29-9-17-28-8-16-22(30-17)31-18(33)10-36-16/h1-2,7-8,29,35H,3-6,9-13H2,(H,28,30,31,33)/t23?,24?,25-/m0/s1	O[C@@]1(CC23CCC(CC2)(CO3)NCc4ncc5OCC(=O)Nc5n4)CN6C(=O)C=Cc7ncc(F)c1c67
2167	1056896	CHEMBL1648563	Displacement of [35S]N-[(4R)-10-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,40-piperidin]-6-yl]methanesulfonamide from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	0.67	nM	0.67	nM	IC50		IC50		=	9.17	InChI=1S/C28H28N2O3/c31-28-20-27(33-21-22-7-8-23-5-1-2-6-24(23)19-22)13-16-30(28)25-9-11-26(12-10-25)32-18-17-29-14-3-4-15-29/h1-2,5-13,16,19-20H,3-4,14-15,17-18,21H2	O=C1C=C(OCc2ccc3ccccc3c2)C=CN1c4ccc(OCCN5CCCC5)cc4
6913	2081178	CHEMBL3797009	Displacement of [35S]-MK499 from human ERG expressed in HEK293 cells	Homo sapiens			=	12	uM	12000	nM	IC50		IC50		=	4.92	InChI=1S/C22H24N8O3/c1-15-16(2-3-18-19(15)13-33-22(18)32)4-5-28-6-8-29(9-7-28)21(31)10-17-11-24-20(12-23-17)30-14-25-26-27-30/h2-3,11-12,14H,4-10,13H2,1H3	Cc1c(CCN2CCN(CC2)C(=O)Cc3cnc(cn3)n4cnnn4)ccc5C(=O)OCc15
5061	1618246	CHEMBL3118391	Binding affinity to human ERG	Homo sapiens			>	50	uM	50000	nM	IC50		IC50		>		InChI=1S/C26H32F3N5O3S/c1-36-22-14-37-6-3-21(22)32-19-9-18-13-34(24-30-4-7-38-24)15-25(18,10-19)23(35)33-5-2-20-16(12-33)8-17(11-31-20)26(27,28)29/h4,7-8,11,18-19,21-22,32H,2-3,5-6,9-10,12-15H2,1H3/t18-,19+,21?,22?,25-/m0/s1	COC1COCCC1N[C@@H]2C[C@H]3CN(C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)c6nccs6
5763	1840974	CHEMBL3419072	Inhibition of human ERG channel after 2 hrs by fluorescence polarization assay	Homo sapiens			>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C25H31N3O6S/c1-26-22(29)19-4-2-18(3-5-19)16-34-20-6-8-21(9-7-20)35(32,33)25(23(30)28-31)11-10-24(17-25)12-14-27-15-13-24/h2-9,27,31H,10-17H2,1H3,(H,26,29)(H,28,30)	CNC(=O)c1ccc(COc2ccc(cc2)S(=O)(=O)C3(CCC4(CCNCC4)C3)C(=O)NO)cc1
4490	1520181	CHEMBL2330875	Inhibition of human ERG expressed in CHO cells by ionworks assay	Homo sapiens		CHO	=	7200	nM	7200	nM	IC50		IC50		=	5.14	InChI=1S/C20H23ClN6O/c1-13(14-2-4-15(21)5-3-14)26-19(28)20(22)7-10-27(11-8-20)18-16-6-9-23-17(16)24-12-25-18/h2-6,9,12-13H,7-8,10-11,22H2,1H3,(H,26,28)(H,23,24,25)	CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4
1619	616553	CHEMBL1114086	Inhibition of human ERG	Homo sapiens			=	11.9	uM	11900	nM	IC50		IC50		=	4.92	InChI=1S/C31H49N5O4/c1-5-6-7-26-21-35(20-25-8-18-39-19-9-25)29(38)40-31(26)12-16-36(17-13-31)30(4)10-14-34(15-11-30)28(37)27-23(2)32-22-33-24(27)3/h22,25-26H,5-21H2,1-4H3/t26-/m0/s1	CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC13CCN(CC3)C4(C)CCN(CC4)C(=O)c5c(C)ncnc5C
4229	1447399	CHEMBL2210904	Inhibition of dofetilide binding to human ERG by patch clamp assay	Homo sapiens			=	8.9	uM	8900	nM	IC50		IC50		=	5.05	InChI=1S/C19H20N4O2S/c20-17(24)14-7-10-23(11-8-14)12-13-3-5-15(6-4-13)25-19-22-18-16(26-19)2-1-9-21-18/h1-6,9,14H,7-8,10-12H2,(H2,20,24)	NC(=O)C1CCN(Cc2ccc(Oc3nc4ncccc4s3)cc2)CC1
2493	1166775	CHEMBL1810388	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	9.4	uM	9400	nM	IC50		IC50		=	5.03	InChI=1S/C25H27ClN8O2/c1-16(27)24(35)33-11-9-32(10-12-33)17-6-7-19(21(13-17)36-2)30-25-29-14-18(26)23(31-25)20-15-28-22-5-3-4-8-34(20)22/h3-8,13-16H,9-12,27H2,1-2H3,(H,29,30,31)/t16-/m0/s1	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)[C@H](C)N
2211	1074880	CHEMBL1687013	Inhibition of human ERG	Homo sapiens			=	11.2	uM	11200	nM	IC50		IC50		=	4.95	InChI=1S/C23H26N4O2S/c24-23-27-19(14-30-23)13-21(28)26-17-8-6-15(7-9-17)12-18-10-11-20(25-18)22(29)16-4-2-1-3-5-16/h1-9,14,18,20,22,25,29H,10-13H2,(H2,24,27)(H,26,28)/t18-,20+,22+/m0/s1	Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@@H](N3)[C@H](O)c4ccccc4)cc2)cs1
1254	556982	CHEMBL1061548	Inhibition of [35S]MK499 binding to human ERG transfected in HEK293 cells by microscintillation counting	Homo sapiens		HEK293	=	4.4	nM	4.4	nM	IC50		IC50		=	8.36	InChI=1S/C22H25NO2S/c1-17-22(25-20-7-2-3-8-21(20)26-17)18-9-11-19(12-10-18)24-16-6-15-23-13-4-5-14-23/h2-3,7-12H,4-6,13-16H2,1H3	CC1=C(Oc2ccccc2S1)c3ccc(OCCCN4CCCC4)cc3
5567	1781140	CHEMBL3378079	Inhibition of human ERG over-expressed in HEK293 cell membrane by [3H]dofetilide binding assay	Homo sapiens			=	49.8	uM	49800	nM	IC50		IC50		=	4.30	InChI=1S/C15H13ClFN/c1-18-12-8-5-11(6-9-12)7-10-13-14(16)3-2-4-15(13)17/h2-10,18H,1H3/b10-7+	CNc1ccc(\C=C\c2c(F)cccc2Cl)cc1
6769	2072898	CHEMBL3779605	Binding affinity to human ERG	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C26H25N5O/c27-14-16-5-7-17(8-6-16)23-15-28-26(31-23)22-13-20-19-3-1-2-4-21(19)29-25(20)24(30-22)18-9-11-32-12-10-18/h1-8,15,18,22,24,29-30H,9-13H2,(H,28,31)/t22-,24-/m1/s1	N#Cc1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6
2302	1143441	CHEMBL1772211	Displacement of [35S]MK499 from human ERG expressed in HEK cells	Homo sapiens			>	30000	nM	30000	nM	IC50		IC50		>		InChI=1S/C31H30ClN3O2/c1-19(2)27-15-21(17-33)16-28-29(27)37-31(35-28)25-9-7-24(8-10-25)30(36)34-18-20-3-5-22(6-4-20)23-11-13-26(32)14-12-23/h7-16,19-20,22H,3-6,18H2,1-2H3,(H,34,36)/t20-,22-	CC(C)c1cc(cc2nc(oc12)c3ccc(cc3)C(=O)NC[C@@H]4CC[C@H](CC4)c5ccc(Cl)cc5)C#N
2597	1174133	CHEMBL1826877	Inhibition of human ERG by electrophysiological assay	Homo sapiens			=	50.7	uM	50700	nM	IC50		IC50		=	4.30	InChI=1S/C24H29N5O6S/c1-36(32,33)18-3-5-20-19(12-18)29(23(31)15-35-20)11-10-28-8-6-16(7-9-28)25-13-17-2-4-21-24(26-17)27-22(30)14-34-21/h2-5,12,16,25H,6-11,13-15H2,1H3,(H,26,27,30)	CS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
4117	1442121	CHEMBL2188959	Inhibition of human ERG expressed in chinese hamster lung cells by IonWorks patch clamp electrophysiology assay	Homo sapiens			=	19.7	uM	19700	nM	IC50		IC50		=	4.71	InChI=1S/C22H20F3N5O/c23-22(24,25)19-6-5-16(12-28-19)18-11-17(13-29-20(18)26)14-1-3-15(4-2-14)21(31)30-9-7-27-8-10-30/h1-6,11-13,27H,7-10H2,(H2,26,29)	Nc1ncc(cc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCNCC4
1571	597439	CHEMBL1073649	Inhibition of human ERG by patch-clamp method	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C25H34N6O4/c1-4-12-35-13-11-31-22-14-20(19-5-6-23(34-3)27-15-19)26-16-21(22)28-24(25(31)33)30-9-7-29(8-10-30)17-18(2)32/h5-6,14-16,18,32H,4,7-13,17H2,1-3H3/t18-/m0/s1	CCCOCCN1C(=O)C(=Nc2cnc(cc12)c3ccc(OC)nc3)N4CCN(C[C@H](C)O)CC4
493	424650	CHEMBL928906	Inhibition of human ERG	Homo sapiens			=	25	uM	25000	nM	IC50		IC50		=	4.60	InChI=1S/C26H25N7O2/c1-17(26(34)32(2)3)35-23-9-6-8-21-24(23)25(29-16-28-21)31-19-10-11-22-18(13-19)14-30-33(22)15-20-7-4-5-12-27-20/h4-14,16-17H,15H2,1-3H3,(H,28,29,31)/t17-/m1/s1	C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N(C)C
806	481036	CHEMBL1009664	Inhibition of human ERG channel	Homo sapiens			>	32	uM	32000	nM	IC50		IC50		>		InChI=1S/C20H14Cl2FNO3.Na/c21-14-6-7-19(27-11-12-4-5-15(22)10-17(12)23)13(8-14)9-16-2-1-3-18(24-16)20(25)26;/h1-8,10H,9,11H2,(H,25,26);/q;+1/p-1	[Na+].[O-]C(=O)c1cccc(Cc2cc(Cl)ccc2OCc3ccc(Cl)cc3F)n1
6785	2073272	CHEMBL3776609	Inhibition of human ERG tail current expressed in HEK293 cells after 5 mins by patch clamp assay	Homo sapiens			>	1	uM	1000	nM	IC50		IC50		>		InChI=1S/C22H26FN7S/c1-28-21(19-13-24-8-9-25-19)26-27-22(28)31-12-2-10-29-14-16-7-11-30(20(16)15-29)18-5-3-17(23)4-6-18/h3-6,8-9,13,16,20H,2,7,10-12,14-15H2,1H3	Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(F)cc4)nnc1c5cnccn5
3018	1262275	CHEMBL1918925	Inhibition of human cloned ERG channel expressed in chinese hamster CHO cells after 5 mins by patch clamp assay	Homo sapiens		CHO	=	3.46	uM	3460	nM	IC50		IC50		=	5.46	InChI=1S/C29H33NO3.ClH/c31-26(21-30-19-17-25(18-20-30)24-11-5-2-6-12-24)22-33-29-14-8-7-13-27(29)28(32)16-15-23-9-3-1-4-10-23;/h1-14,25-26,31H,15-22H2;1H	Cl.OC(COc1ccccc1C(=O)CCc2ccccc2)CN3CCC(CC3)c4ccccc4
5662	1619765	CHEMBL3396520	Inhibition of human ERG by Q-patch assay	Homo sapiens			>	40	uM	40000	nM	IC50		IC50		>		InChI=1S/C44H54N8O6S/c1-23(2)36(48-43(55)57-7)41(53)51-21-25(5)17-33(51)38-45-20-32(47-38)29-13-9-27(10-14-29)28-11-15-30(16-12-28)35-19-31-40(59-35)50-39(46-31)34-18-26(6)22-52(34)42(54)37(24(3)4)49-44(56)58-8/h9-16,19-20,23-26,33-34,36-37H,17-18,21-22H2,1-8H3,(H,45,47)(H,46,50)(H,48,55)(H,49,56)/t25-,26-,33-,34-,36-,37-/m0/s1	COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@@H](C)C[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5cc6[nH]c(nc6s5)[C@@H]7C[C@H](C)CN7C(=O)[C@@H](NC(=O)OC)C(C)C
5613	1783636	CHEMBL3366645	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	7	uM	7000	nM	IC50		IC50		=	5.16	InChI=1S/C22H24N6O2/c1-30-16-14-20-19(23-15-16)6-7-21(29)28(20)13-10-26-8-11-27(12-9-26)22-24-17-4-2-3-5-18(17)25-22/h2-7,14-15H,8-13H2,1H3,(H,24,25)	COc1cnc2C=CC(=O)N(CCN3CCN(CC3)c4nc5ccccc5[nH]4)c2c1
6332	1959604	CHEMBL3610296	Inhibition of human ERG by IonWorks assay	Homo sapiens			>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C26H27N7O5/c34-21-16-36-20-4-3-19(28-25(20)29-21)15-27-18-7-10-32(11-8-18)12-13-33-24(35)6-2-17-1-5-22(30-26(17)33)38-23-9-14-37-31-23/h1-6,9,14,18,27H,7-8,10-13,15-16H2,(H,28,29,34)	O=C1COc2ccc(CNC3CCN(CCN4C(=O)C=Cc5ccc(Oc6ccon6)nc45)CC3)nc2N1
6042	1946252	CHEMBL3579786	Inhibition of human ERG expressed in HEK293 cells by FLIPR based flux assay	Homo sapiens			>	80	uM	80000	nM	IC50		IC50		>		InChI=1S/C23H34F3N3O3/c1-15(2)29(3)19-8-9-20(16(13-19)10-11-32-4)28-21(30)14-27-22(31)17-6-5-7-18(12-17)23(24,25)26/h5-7,12,15-16,19-20H,8-11,13-14H2,1-4H3,(H,27,31)(H,28,30)/t16-,19-,20+/m1/s1	COCC[C@@H]1C[C@@H](CC[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)N(C)C(C)C
590	466924	CHEMBL981950	Displacement of [3H]astemizole from human ERG potassium channel expressed in HEK293 cell membrane	Homo sapiens			=	0.5	uM	500	nM	IC50		IC50		=	6.30	InChI=1S/C23H25N3O3S/c27-23-26(15-16-28-23)18-10-13-25(14-11-18)12-9-17-5-7-19(8-6-17)29-22-24-20-3-1-2-4-21(20)30-22/h1-8,18H,9-16H2	O=C1OCCN1C2CCN(CCc3ccc(Oc4nc5ccccc5s4)cc3)CC2
425	414593	CHEMBL940929	Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells	Homo sapiens		HEK293	=	21	uM	21000	nM	IC50		IC50		=	4.68	InChI=1S/C22H25FN2O3/c23-18-3-1-2-17(13-18)22(28)8-10-25(11-9-22)14-20(26)16-4-6-19-15(12-16)5-7-21(27)24-19/h1-4,6,12-13,20,26,28H,5,7-11,14H2,(H,24,27)	OC(CN1CCC(O)(CC1)c2cccc(F)c2)c3ccc4NC(=O)CCc4c3
6521	2036616	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C19H20N4O3/c1-2-16-18(8-24-9-18)19(10-25-17(20)23-19)14-5-12(3-4-15(14)26-16)13-6-21-11-22-7-13/h3-7,11,16H,2,8-10H2,1H3,(H2,20,23)	CCC1Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cncnc5
3559	1344706	CHEMBL2040132	Displacement of dofetilide from human ERG	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C26H30N4O3S/c1-2-10-30(9-1)11-14-33-25-6-5-22-15-20(25)17-31-12-3-4-13-32-18-23-16-21(19-34-23)24-7-8-27-26(28-22)29-24/h3-8,15-16,19H,1-2,9-14,17-18H2,(H,27,28,29)/b4-3+	C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5csc(COC\C=C\COCc2c3)c5
6269	1958054	CHEMBL3607541	Inhibition of human ERG assessed as reduction in MK499 competitive binding	Homo sapiens			=	9.2	uM	9200	nM	IC50		IC50		=	5.04	InChI=1S/C29H31F3N6O5/c30-19-14-34-20-2-4-23(41-12-11-29(31,32)26(33)40)38-24(20)18(19)5-6-28-9-7-27(8-10-28,16-43-28)35-13-17-1-3-21-25(36-17)37-22(39)15-42-21/h1-4,14,35H,5-13,15-16H2,(H2,33,40)(H,36,37,39)	NC(=O)C(F)(F)CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1
3717	1161198	CHEMBL2060804	Inhibition of human ERG channel expressed in CHO cells by patch clamp assay	Homo sapiens		CHO	=	5.6	uM	5600	nM	IC50		IC50		=	5.25	InChI=1S/C22H23F2N5O/c1-22(2,25)21(30)28-11-12-29-18(13-28)27-19(14-3-5-15(23)6-4-14)20(29)26-17-9-7-16(24)8-10-17/h3-10,26H,11-13,25H2,1-2H3	CC(C)(N)C(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(F)cc4
4204	1447391	CHEMBL2210902	Inhibition of human ERG by patch clamp assay	Homo sapiens			=	2.8	uM	2800	nM	IC50		IC50		=	5.55	InChI=1S/C23H26N4O2S/c28-21-4-2-13-27(21)18-10-15-26(16-11-18)14-9-17-5-7-19(8-6-17)29-23-25-22-20(30-23)3-1-12-24-22/h1,3,5-8,12,18H,2,4,9-11,13-16H2	O=C1CCCN1C2CCN(CCc3ccc(Oc4nc5ncccc5s4)cc3)CC2
3167	351014	CHEMBL1954529	Displacement of 3,7-Bis[2-(4-nitro[3,5-3H]phenyl)ethyl]-3,7-diazabicyclo[3.3.1]nonane from human ERG expressed in HEK cells after 3 hrs	Homo sapiens			=	7.3	uM	7300	nM	IC50		IC50		=	5.14	InChI=1S/C32H38F2N2O5S2/c1-4-36(32(37)19-23-5-9-29(10-6-23)42(2,38)39)28-13-16-35(17-14-28)18-15-31(25-20-26(33)22-27(34)21-25)24-7-11-30(12-8-24)43(3,40)41/h5-12,20-22,28,31H,4,13-19H2,1-3H3/t31-/m1/s1	CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
1810	627862	CHEMBL1105740	Displacement of [35S]MK499 from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	2.66	uM	2660	nM	IC50		IC50		=	5.58	InChI=1S/C24H21Cl3N2O2/c1-13(30)28-21-12-24(2,3)31-23-19(21)11-18(14-4-6-15(25)7-5-14)22(29-23)17-9-8-16(26)10-20(17)27/h4-11,21H,12H2,1-3H3,(H,28,30)/t21-/m0/s1	CC(=O)N[C@H]1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl
3369	1339695	CHEMBL2026493	Displacement of [3H] dofetilide from human ERG channel expressed in HEK293 cells after 45 mins by scintillation counting method	Homo sapiens		HEK293	>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C12H18N2O3S/c13-18(15,16)12-5-3-11(4-6-12)17-10-9-14-7-1-2-8-14/h3-6H,1-2,7-10H2,(H2,13,15,16)	NS(=O)(=O)c1ccc(OCCN2CCCC2)cc1
363	171653	CHEMBL899624	Displacement of [3H]dofetilide from human HERG expressed in HEK293 cells	Homo sapiens		HEK293	<	1	uM	1000	nM	IC50		IC50		<		InChI=1S/C21H27NO2/c1-16(21(24)19-7-9-20(23)10-8-19)22-13-11-18(12-14-22)15-17-5-3-2-4-6-17/h2-10,16,18,21,23-24H,11-15H2,1H3/t16-,21+/m0/s1	C[C@@H]([C@@H](O)c1ccc(O)cc1)N2CCC(Cc3ccccc3)CC2
2954	1178698	CHEMBL1837909	Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting	Homo sapiens		HEK293	=	7.6	uM	7600	nM	IC50		IC50		=	5.12	InChI=1S/C28H32F3N5O4/c29-28(30,31)19-4-7-23-22(12-19)27(34-36(23)9-10-37)32-13-26(38)33-20-14-35(15-20)21-5-1-17(2-6-21)18-3-8-24-25(11-18)40-16-39-24/h3-4,7-8,11-12,17,20-21,37H,1-2,5-6,9-10,13-16H2,(H,32,34)(H,33,38)/t17-,21+	OCCn1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@@H](CC3)c4ccc5OCOc5c4)c6cc(ccc16)C(F)(F)F
3324	1335304	CHEMBL2021104	Inhibition of human ERG	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C30H36N6O2/c1-21-17-35(20-31-21)26-12-11-23(15-28(26)38-5)25-19-36(33-32-25)27-16-24(30(2,3)4)13-14-34(29(27)37)18-22-9-7-6-8-10-22/h6-12,15,17,19-20,24,27H,13-14,16,18H2,1-5H3/t24-,27-/m0/s1	COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CCN(Cc5ccccc5)C4=O)C(C)(C)C
6157	1953451	CHEMBL3598727	Inhibition of [35S]MK499 binding to human ERG channel	Homo sapiens			=	25460	nM	25460	nM	IC50		IC50		=	4.59	InChI=1S/C21H24N8O/c1-14-12-28(18-8-3-4-9-23-18)11-10-27(14)13-17-24-20-15-6-5-7-16(30-2)19(15)25-21(22)29(20)26-17/h3-9,14H,10-13H2,1-2H3,(H2,22,25)/t14-/m1/s1	COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5ccccn5)nc23
